"","hhid","exinc","inc","age","gender","nmembers","nkids","college","working","year"
"12362",74807,25352.113,25150.906,37,0,3,1,0,1,2014
"8170",46253,17440.238,16742.629,57,0,2,0,0,0,2020
"7625",42502,76271.977,79899.547,47,0,4,2,1,1,2020
"14403",89355,45343.008,48010.242,40,1,4,2,0,1,2011
"6940",37153,56338.027,62877.262,45,0,4,2,0,1,2014
"6615",34809,60570.305,61455.262,34,1,2,0,0,1,2017
"736",2597,40406.031,38863.109,68,0,2,0,0,0,2018
"11154",66782,48937.941,48937.941,46,0,2,0,0,1,2012
"3550",14248,19517.104,14587.525,53,1,1,0,0,0,2014
"14337",88778,21114.314,21393.359,78,0,2,0,0,0,2020
"3598",14285,50144.031,43742.664,45,0,2,0,0,1,2011
"4401",19588,44575.375,44392.523,67,0,3,1,0,0,2013
"3224",13654,33891.547,22926.635,81,1,2,0,0,0,2016
"1612",11523,29498.525,27040.314,67,0,2,0,0,0,2017
"4182",18079,44849.094,18108.652,33,0,2,0,0,1,2014
"10620",63013,54667.664,46943.348,34,1,4,2,0,1,2011
"13318",81400,34366.195,36217.305,64,0,2,0,0,0,2014
"4294",18918,19154.93,18108.652,66,1,1,0,0,0,2014
"13809",85060,20824.656,20824.656,60,1,1,0,0,1,2012
"4335",19076,44315.547,40603.25,40,0,2,0,0,1,2018
"159",633,74448.148,88504.789,60,0,5,3,1,1,2012
"9629",56716,39008.531,32507.111,28,1,3,1,0,1,2013
"12888",78477,27068.832,17401.393,73,0,2,0,0,0,2018
"10304",60776,24208.742,2237.1892,77,1,1,0,0,0,2019
"6894",36684,89712.922,43859.648,35,1,5,3,0,1,2016
"7962",44646,4326.4502,4375.6147,85,1,2,0,0,0,2017
"11096",66497,35398.23,31465.094,40,1,3,1,0,1,2017
"2812",13266,33522.957,32507.111,40,1,2,0,0,1,2013
"9531",55940,63421.828,68829.891,53,1,2,0,0,1,2017
"12186",73887,47796.863,24538.568,64,1,2,0,0,0,2011
"10463",62023,44247.789,44247.789,72,0,2,0,0,0,2017
"4916",23364,187889.5,139521.91,51,0,5,3,0,1,2020
"2885",13340,44037.301,41446.871,68,0,2,0,1,0,2019
"3841",15539,30665.119,22235.111,69,0,2,0,0,0,2018
"9873",58097,30181.086,32193.158,83,0,2,0,0,0,2014
"5136",24727,23795.477,33185.84,31,1,4,2,0,0,2017
"4079",17319,37006.961,36736.273,49,0,1,0,0,1,2018
"11660",70021,44059.012,39872.41,31,0,2,0,1,1,2016
"5439",27217,10412.328,12494.794,39,1,1,0,0,0,2012
"10792",64044,75889.406,51237.434,56,0,4,2,0,0,2018
"1982",12463,49798.793,49295.773,41,0,5,3,0,1,2014
"276",1072,19793.836,18742.191,63,0,2,0,0,0,2012
"531",1679,34847.59,31465.094,59,0,2,0,0,1,2017
"12070",73081,2447.7959,3866.9761,32,1,3,0,0,0,2018
"4623",21342,35027.91,42862.84,65,0,2,0,0,0,2016
"11860",71615,1.0668943,19204.098,46,0,2,0,0,1,2011
"6909",36823,3646.1724,46507.301,68,1,2,0,0,0,2020
"3670",14595,48100,52000,52,1,1,0,1,1,2015
"11336",68118,42954.031,30143.18,41,0,4,2,0,1,2019
"14489",89972,24149.459,22615.535,30,0,3,1,0,1,2017
"4683",21735,35250.188,34140.617,54,1,2,0,0,1,2011
"13779",84945,3189.7927,3189.7927,62,0,2,0,0,0,2016
"11853",71512,23201.855,22235.111,36,1,3,1,0,0,2018
"2850",13303,20494.418,17942.584,45,1,4,2,0,1,2016
"1849",12244,3597,3450,60,0,2,0,0,0,2015
"7771",43185,26788.205,29764.674,52,1,1,0,0,1,2020
"13251",81246,43949.699,36217.305,42,0,3,1,0,1,2014
"1213",10367,26913.875,30284.092,75,0,2,0,0,0,2016
"111",423,42343.387,45436.969,56,0,4,2,0,1,2018
"4405",19588,35229.84,33911.078,73,0,3,1,0,0,2019
"13130",80362,40712.684,34140.617,52,0,3,2,1,1,2011
"11054",66149,36242.465,32969.102,34,0,4,2,0,1,2019
"4706",21847,27610.209,22235.111,69,0,2,0,0,0,2018
"10694",63327,21531.1,1794.2584,33,1,2,0,0,0,2016
"14195",87633,16390.354,16955.539,61,0,2,0,0,1,2019
"13893",85535,7538.5254,7288.6299,54,1,3,2,0,1,2012
"932",4255,27773.264,27935.799,54,1,1,0,1,1,2013
"13004",79400,61133.043,58665.316,37,1,2,0,1,1,2011
"8740",50390,46627.73,41446.871,40,0,4,2,0,1,2019
"7518",41443,62450.16,59808.613,30,1,3,1,1,1,2016
"14022",86382,34933.359,12494.794,37,0,5,3,0,1,2012
"3352",13794,24582.104,24617.502,86,0,2,0,0,0,2017
"7534",41695,37301.91,44697.277,36,0,4,2,0,1,2013
"7883",44345,33020.184,29764.674,56,0,4,2,0,1,2020
"13667",83902,33534.289,30143.18,47,1,2,0,0,1,2019
"2724",13217,20484.369,19204.098,76,1,1,0,0,0,2011
"7123",38270,81904.672,81951.773,76,0,2,0,1,0,2019
"14287",88422,45417.633,48337.199,67,0,2,0,0,0,2018
"9556",56160,3987.2407,171451.36,64,1,2,0,0,0,2016
"10485",62067,20649.242,16742.629,93,0,1,0,0,0,2020
"4657",21466,37577.898,21393.359,26,1,1,0,1,1,2020
"8305",47145,27655.936,2313.8833,78,0,2,0,0,0,2014
"7960",44646,46776,69235,83,1,2,0,0,0,2015
"5332",26307,16322.518,16715.83,61,1,1,0,0,1,2017
"2156",12694,5369.2539,5180.8589,70,1,1,0,0,0,2019
"5593",28438,24000,23000,73,0,2,0,0,0,2015
"6326",33388,30550,32000,39,1,4,2,0,1,2015
"3862",15764,25392.084,24538.568,52,1,1,0,0,1,2011
"2023",12514,13921.113,11600.928,80,1,1,0,0,0,2018
"729",2594,0,0,76,1,2,0,0,0,2014
"1539",11242,37670.914,32555.111,75,0,3,0,0,0,2020
"9875",58142,30220.445,29200.074,37,0,1,0,0,1,2020
"4942",23659,30143.18,30143.18,83,0,2,0,0,0,2019
"10953",65349,25433.309,21665.41,56,1,1,0,0,1,2019
"9294",53961,14129.615,16955.539,85,0,1,0,0,0,2019
"832",3439,33454.809,33319.449,76,0,2,0,0,0,2012
"10913",64965,26026.23,22714.166,72,0,2,0,0,0,2020
"5290",25773,58598.102,59927.453,69,0,2,0,0,0,2011
"7354",39770,24320.922,23471.674,68,0,2,0,0,0,2011
"11891",71908,1753.3892,1993.6204,44,1,6,4,0,0,2016
"663",2212,23549.359,21665.41,63,0,1,0,1,1,2019
"175",655,27317.258,27317.258,75,0,2,0,0,0,2019
"9558",56160,37717.516,53793.504,66,1,2,0,0,0,2018
"11994",72520,17672.775,17672.775,78,0,2,0,0,0,2020
"964",6443,43731.777,45814.242,74,0,2,0,0,0,2012
"6079",31493,0,29764.674,40,1,4,2,0,0,2020
"2229",12730,31690.59,31897.926,84,1,2,0,0,0,2016
"6998",37418,0,30143.18,58,0,2,0,1,0,2019
"7064",37979,46729.969,46943.348,57,1,3,0,0,1,2011
"2422",12935,41494.594,41297.934,83,0,2,0,1,0,2017
"9776",57472,47716.492,40926.426,49,1,1,0,1,1,2020
"9997",58715,32193.158,3018.1086,66,0,2,0,0,0,2014
"1803",12187,40023.203,42536.734,64,0,2,0,0,1,2018
"8462",48378,35290.07,35398.23,67,0,2,0,0,0,2017
"9535",55950,0,18108.652,38,0,2,0,0,1,2014
"5759",29535,5993.813,3866.9761,21,1,1,0,0,0,2018
"10024",58916,41856.57,827830,27,1,1,0,0,1,2020
"592",1973,14700,14500,62,0,1,0,0,1,2015
"7620",42419,29100,23000,79,0,2,0,0,0,2015
"12121",73462,25292.012,30614.168,58,0,3,2,0,1,2019
"1436",11001,20316.943,23364.486,65,0,2,0,0,1,2013
"3513",14229,0,4267.5771,66,1,2,0,0,0,2011
"9655",56843,18672.031,16096.579,65,0,2,0,1,1,2014
"985",8878,42350,40800,71,0,2,0,0,0,2015
"12263",74325,31209.439,2212.3894,76,0,2,0,0,0,2017
"5616",28593,0,22235.111,77,0,1,0,0,0,2018
"4417",19630,12362.739,12704.346,69,1,1,0,0,0,2016
"10940",65166,34900.152,34853.051,70,1,1,0,0,0,2019
"9984",58656,1276.3752,3767.8975,24,1,1,0,0,0,2019
"7011",37537,26672.357,24538.568,71,0,1,0,0,0,2011
"3204",13607,16945.773,16945.773,79,1,1,0,0,0,2016
"5667",28892,3999.6279,4185.6572,64,1,2,0,0,1,2020
"7618",42419,25396.18,32507.111,77,0,2,0,0,0,2013
"6757",35828,22324.793,22311.605,70,0,2,0,0,0,2019
"481",1420,20463.213,21393.359,85,0,1,0,0,0,2020
"7042",37930,46855.477,52061.641,71,0,2,0,0,0,2012
"2803",13259,49065.422,58919.137,38,0,4,2,1,1,2013
"5293",25886,34099.473,41446.871,42,0,1,0,0,1,2019
"13977",86226,23166.176,23598.82,55,1,2,1,0,0,2017
"3399",13823,30475.416,32507.111,64,1,2,0,0,0,2013
"10931",65064,52088.18,56230.117,30,1,2,0,1,1,2020
"6965",37251,48982.668,46744.535,34,0,5,3,1,1,2019
"3816",15435,790.29572,780.92462,53,1,1,0,0,0,2012
"4599",21183,27800,23000,33,0,1,0,1,1,2015
"614",2108,14856.289,14845.834,55,1,1,0,0,0,2011
"13129",80330,7830.6265,8700.6963,55,0,2,1,0,0,2018
"12412",75054,21288.621,21665.41,77,0,2,0,0,0,2019
"6341",33452,26092.689,27317.258,66,1,2,0,0,1,2019
"2769",13235,41608.875,46943.348,38,0,4,2,0,1,2011
"9665",56855,55400,60984,60,0,2,0,0,1,2015
"1697",11914,36881.289,36921.527,70,0,2,0,0,0,2014
"2678",13194,3441.5403,35345.551,67,0,3,1,1,0,2020
"3100",13507,17250,12000,63,1,1,0,0,1,2015
"6298",33004,0,32507.111,36,1,3,1,0,1,2013
"5366",26571,56738.906,58134.129,36,1,2,0,0,1,2020
"2485",12997,12977.867,12072.435,82,1,1,0,0,0,2014
"4299",18920,78423.406,114282.81,53,1,3,1,0,1,2013
"1023",9512,40399.832,33319.449,34,0,3,1,0,1,2012
"3231",13657,36619.719,37581.488,55,0,1,0,0,1,2014
"6255",32704,23926.148,24302.939,76,0,1,0,0,0,2019
"11256",67682,70185.617,42536.734,65,0,2,0,0,1,2018
"9219",53646,34206.488,31465.094,66,1,1,0,1,0,2017
"6168",32182,41700,41000,36,0,4,2,0,1,2015
"9828",57851,76871.227,75452.719,33,1,3,1,0,1,2014
"9792",57562,15351.895,17401.393,80,0,1,0,0,0,2018
"392",1263,23225.678,22820.973,67,0,1,0,0,0,2016
"10525",62400,28592.766,29873.039,41,1,2,0,1,1,2011
"547",1802,54411.609,66680.891,63,0,2,0,0,0,2011
"12217",74109,37401.082,33319.449,62,0,2,0,0,1,2012
"6133",31838,55808.762,55808.762,74,0,2,0,1,0,2020
"5234",25290,2213.6399,28259.23,36,0,1,0,0,1,2019
"1598",11349,28465.777,27890.564,71,0,2,0,0,0,2018
"13117",80246,53832.203,53948.469,35,1,2,0,0,1,2020
"1153",10216,43158.777,40926.426,58,0,2,0,0,1,2020
"13367",81779,26987.566,36250.941,61,1,2,0,0,0,2019
"8662",49783,50227.887,4278.6719,64,0,2,0,0,1,2020
"4707",21847,12151.47,13658.629,70,0,2,0,0,0,2019
"8876",51291,77339.523,108758.7,36,0,2,0,1,1,2018
"11235",67451,39019.625,38926.613,26,1,1,0,1,1,2020
"4137",17627,38508.047,40926.426,62,1,3,1,0,1,2020
"9146",53109,1885.1508,1160.0928,47,1,2,1,0,1,2018
"3807",15434,32324.258,36570.5,43,0,3,1,0,1,2013
"451",1375,27904.381,29764.674,71,1,1,0,0,0,2020
"12520",75744,36416.09,38602.195,61,1,2,0,0,0,2013
"5860",30139,102316.06,4650.73,36,0,2,0,0,1,2020
"9199",53565,63805.105,42536.734,32,1,2,0,1,1,2018
"395",1263,26563.678,30143.18,70,0,1,0,0,0,2019
"21",106,23471.674,25605.463,48,0,4,2,0,1,2011
"57",262,37416,37408,80,0,2,0,0,0,2015
"13780",84945,39331.367,3028.5151,63,0,2,0,0,0,2017
"10236",60421,20463.213,23532.695,68,0,1,0,0,0,2020
"6236",32652,52417.715,114282.81,35,0,6,4,0,1,2013
"9002",52053,69597.586,69416.5,63,0,2,0,1,1,2014
"1601",11495,12713.453,15097.876,56,0,2,0,0,1,2012
"1404",10913,25178.705,34140.617,65,0,2,0,0,0,2011
"3667",14594,10417.896,6145.5259,23,1,1,0,1,0,2017
"8056",45390,24020.346,21665.41,82,1,1,0,0,0,2019
"8679",50005,45205.199,55158.473,33,0,2,0,0,1,2013
"14309",88527,31624.965,25367.873,65,0,2,0,0,0,2020
"8387",47846,47530.461,40926.426,52,0,4,2,0,1,2020
"9438",55193,44494.109,45713.125,36,0,3,1,0,1,2013
"6176",32215,25958.701,26548.672,76,0,2,0,0,0,2017
"12175",73810,30425.771,21665.41,50,0,2,0,0,1,2019
"8757",50576,26206.496,29532.096,41,1,2,1,0,1,2018
"1139",10180,211905.73,101584.72,50,0,2,0,1,1,2013
"2165",12695,32969.102,50876.035,64,0,2,0,0,0,2019
"7687",42794,15360.547,15184.41,40,1,3,2,0,1,2016
"9871",58087,39537.223,44265.594,38,1,4,2,0,1,2014
"11126",66606,53692.539,30143.18,37,0,4,2,0,1,2019
"4644",21415,26846.27,32969.102,63,0,2,0,0,0,2019
"1496",11120,48993.965,23138.832,44,0,4,2,0,1,2014
"5778",29606,69706.102,105972.12,61,0,2,0,1,1,2019
"6761",35899,70226.023,104641.43,57,1,2,0,0,0,2020
"13268",81288,38782.695,40241.449,59,0,1,0,1,1,2014
"13877",85453,26392.895,24183.797,49,0,1,0,0,1,2020
"10894",64763,38348.082,31465.094,62,0,2,0,0,1,2017
"4634",21390,28259.23,310882.63,83,0,1,0,0,0,2019
"6827",36268,45391.125,46460.793,81,0,2,0,0,0,2020
"12733",77643,19679.301,18742.191,36,1,6,4,0,0,2012
"4314",18992,33950.332,29764.674,57,0,2,1,0,1,2020
"5466",27444,0,21665.41,30,1,2,0,0,1,2019
"13279",81291,29872.391,30935.809,61,1,2,0,0,1,2018
"13630",83682,22005.9,20648.967,45,0,1,0,0,1,2017
"14398",89340,11600.928,1158.1593,59,0,1,0,0,0,2018
"10326",60927,33094.098,1794.2584,28,1,1,0,0,1,2016
"10316",60912,29804.625,29162.68,67,0,1,0,0,0,2016
"9338",54398,15118.688,13658.629,42,0,1,0,0,1,2019
"14476",89895,0,40926.426,40,1,3,1,0,1,2020
"14031",86419,23549.656,42281.219,40,1,2,0,0,1,2017
"8486",48597,22926.635,70112.641,65,0,2,0,0,0,2016
"2044",12524,26310.443,31694.434,68,0,2,0,0,0,2013
"1907",12352,36820.656,40248.586,71,0,2,0,0,0,2011
"5254",25421,15101.675,17942.584,53,1,2,0,0,0,2016
"8483",48564,36360.211,30143.18,36,1,5,3,0,1,2019
"13199",80782,28033.158,32969.102,28,1,2,0,0,0,2019
"6865",36525,22348.639,18285.25,66,1,2,1,0,0,2013
"367",1237,17603.756,19204.098,62,1,1,0,0,0,2011
"1464",11079,23948.355,24989.588,76,1,1,0,0,0,2012
"13906",85714,39300,44000,69,0,2,0,0,0,2015
"7456",40916,0,30143.18,35,1,3,1,0,1,2019
"6191",32366,44257.621,3933.1367,37,0,2,0,0,1,2017
"134",562,44848.188,49831.32,82,0,2,0,1,0,2012
"2248",12766,0.50301808,23138.832,43,0,1,0,0,0,2014
"6625",34862,31000,32000,45,0,5,3,0,1,2015
"3289",13734,16576.426,15097.876,67,0,3,1,0,1,2012
"10339",61116,45760,39000,41,0,5,3,0,1,2015
"3898",15943,31366.766,34906.59,83,0,2,0,0,0,2017
"949",4346,47148.477,61455.262,51,0,2,0,0,1,2017
"11864",71642,30604.721,29073.746,49,0,7,3,0,1,2017
"1696",11914,31034.133,32507.111,69,0,2,0,0,0,2013
"3193",13572,22524.887,22855.061,77,1,1,0,0,0,2012
"14041",86548,64405.113,63913.473,51,0,5,3,0,1,2017
"1385",10842,24481.918,20316.943,75,1,1,0,0,0,2013
"3464",13888,58360.422,50792.359,47,0,4,2,1,1,2013
"7501",41330,38321.73,38669.762,40,0,4,2,0,1,2018
"1174",10241,48739.652,48367.594,84,0,1,0,1,0,2020
"8924",51690,24000,2200,59,1,2,0,0,0,2015
"4404",19588,3364.269,3286.9297,72,0,3,1,0,0,2018
"11085",66348,23598.82,22615.535,63,1,2,0,0,0,2017
"3888",15909,19075.713,17699.115,71,1,1,0,0,0,2017
"11541",69207,46725.664,4719.7642,64,0,2,0,0,0,2017
"12990",79272,31159.893,29764.674,54,0,4,2,0,1,2020
"1470",11079,18602.92,21393.359,84,1,1,0,0,0,2020
"282",1072,26392.895,29764.674,71,0,2,0,0,0,2020
"8722",50321,22050,21490,68,0,2,0,0,0,2015
"8145",46117,2004.4,22800,62,0,3,1,0,1,2015
"8787",50726,16216.793,19204.098,47,1,1,0,0,0,2011
"1382",10814,31066.877,30694.818,66,1,2,0,0,0,2020
"2191",12711,14189.693,34140.617,49,0,2,0,0,1,2011
"13690",84235,14184.727,13487.117,58,0,1,0,0,0,2020
"7415",40363,20723.283,30475.416,78,0,2,0,0,1,2013
"13136",80449,15535.89,14257.62,34,1,1,0,0,0,2017
"907",4179,18285.25,25396.18,74,0,2,0,0,0,2013
"8405",48051,36817.992,33319.449,35,1,6,4,1,0,2012
"6088",31555,52542.535,42536.734,39,1,4,2,0,1,2018
"3899",15943,28373.938,30935.809,84,0,2,0,0,0,2018
"13489",82478,38031.711,42536.734,52,1,2,0,0,1,2018
"6078",31493,0,16955.539,39,1,4,2,0,0,2019
"7564",41949,40345.086,38915.449,40,1,7,5,0,1,2020
"7726",42995,8291.2588,16955.539,57,0,1,0,0,0,2019
"8736",50375,53457.047,30143.18,30,0,2,0,0,1,2019
"14086",86975,32994.418,31897.926,51,0,1,0,0,1,2016
"5313",26111,22448.98,22678.051,66,0,2,0,0,0,2012
"12501",75691,25810.098,2072.3438,26,1,2,0,0,1,2019
"11855",71512,29764.674,29764.674,38,1,3,1,0,0,2020
"3169",13562,29904.307,31897.926,58,0,4,2,1,1,2016
"10022",58870,3296.9104,17897.514,77,0,2,0,0,0,2019
"9366",54610,29498.525,29498.525,69,0,2,0,0,0,2017
"9557",56160,46116.027,70796.461,65,1,2,0,0,0,2017
"13945",86042,49171.063,48982.668,68,0,2,0,0,0,2019
"4733",22058,18839.725,17699.115,70,0,2,0,0,0,2017
"9382",54698,28369.453,21393.359,42,0,4,2,0,1,2020
"14037",86510,15919.367,11303.692,51,1,2,1,0,1,2019
"267",1019,21651.912,23138.832,75,1,1,0,0,0,2014
"3027",13455,12877.264,15090.543,48,1,3,2,0,1,2014
"1379",10814,32448.377,32940.02,63,1,2,0,0,0,2017
"4293",18918,20616.41,23948.355,64,1,1,0,0,1,2012
"9051",52272,19114.688,10311.871,74,1,1,0,0,0,2014
"2847",13303,28976.848,30406.486,40,1,4,2,0,1,2011
"1606",11514,25498.773,25432.625,79,0,2,0,0,0,2011
"4859",23001,18742.381,18285.25,77,0,2,0,0,0,2013
"856",3834,25338.916,24620.215,80,0,1,0,0,0,2016
"8353",47545,39517.766,3840.8193,58,1,2,0,0,1,2011
"10897",64763,22323.504,23253.65,65,0,2,0,0,0,2020
"2359",12868,23704.146,24920.256,64,0,2,0,1,0,2016
"12695",77342,37848.027,30935.809,44,1,1,0,0,1,2018
"4369",19307,38953.723,2112.676,54,1,1,0,0,1,2014
"2461",12968,72268.742,62300.637,48,1,4,2,0,1,2016
"12007",72678,0,16955.539,47,1,2,0,0,1,2019
"13453",82237,35981.309,3250.7112,68,0,2,0,0,0,2013
"12288",74387,29106.857,31897.926,81,1,2,0,0,0,2016
"6975",37276,30716.369,33319.449,59,0,1,0,0,1,2012
"9063",52400,13638.151,13058.014,70,1,1,0,0,0,2017
"14165",87437,3069.4819,29764.674,44,1,1,0,0,1,2020
"7053",37958,28712.297,22235.111,70,0,2,0,1,0,2018
"6318",33381,33116.398,53344.715,35,0,4,2,0,0,2011
"12329",74588,0,21665.41,48,1,1,0,0,1,2019
"1723",12069,37341.301,15704.684,83,0,2,0,0,0,2011
"1032",9592,37323.945,39235.414,47,1,1,0,0,1,2014
"5885",30265,30383.48,31465.094,82,0,2,0,0,0,2017
"12366",74844,30800,32000,66,1,2,0,0,0,2015
"13019",79507,81904.672,6782.2153,70,0,2,0,0,0,2019
"1325",10736,28993.963,21126.76,67,1,1,0,0,0,2014
"3470",13888,49455.863,45577.156,54,0,4,2,1,1,2020
"5725",29314,74415.977,141296.16,48,1,1,0,1,1,2019
"11583",69409,11022.23,10456.702,48,1,1,0,0,0,2020
"3419",13827,2840.9092,40869.219,65,0,2,0,0,1,2016
"2573",13095,38236.488,32507.111,54,1,3,1,0,1,2013
"1016",9329,1566.9014,1509.0543,67,1,1,0,0,0,2014
"3919",16026,21000,23000,37,0,6,4,0,1,2015
"1134",10176,25395.668,23948.355,76,1,1,0,0,0,2012
"14035",86470,61453.109,66680.891,36,0,4,2,1,1,2011
"8586",49102,16902,37000,68,0,2,0,0,0,2015
"12740",77717,54347.824,44697.277,25,0,2,0,0,1,2013
"14368",89069,47500,44000,37,1,3,1,0,1,2015
"12273",74352,23823.764,24920.256,47,0,5,3,0,1,2016
"3858",15699,0,13487.117,33,0,1,0,0,0,2020
"7284",39406,49239.898,4164.9312,59,1,2,1,0,1,2012
"2572",13095,36963.766,33319.449,53,1,3,1,0,1,2012
"14468",89802,0,11161.752,68,1,2,0,0,0,2020
"5797",29862,47236.895,44697.277,58,1,2,0,0,1,2013
"438",1350,1200,12000,79,1,1,0,0,0,2015
"11159",66782,49164.207,51130.777,51,0,2,0,0,1,2017
"11548",69211,46250.941,45214.77,50,0,4,2,0,1,2019
"8049",45348,32215.523,30143.18,65,1,1,0,0,1,2019
"13576",83210,105406.93,107385.08,41,0,4,2,0,1,2019
"557",1821,19609.658,18108.652,79,0,2,0,0,0,2014
"11030",65988,60341.324,60544.492,30,0,2,0,0,1,2013
"4538",20523,21476.582,19204.098,83,0,2,0,0,0,2011
"2129",12681,56894,57312,88,0,1,0,0,0,2015
"13509",82683,32795.055,31897.926,46,0,2,0,0,1,2016
"3522",14237,60495.625,62473.969,75,0,2,0,1,0,2012
"7063",37975,22137.475,20484.605,61,1,3,1,0,1,2020
"6876",36591,13564.431,13658.629,34,1,2,1,0,1,2019
"14229",88034,19914.926,18276.295,56,1,2,0,0,0,2018
"4464",20022,0,0,53,0,4,2,0,1,2012
"13889",85528,30901.117,31399.521,66,1,2,0,0,0,2016
"10569",62651,33522.957,36570.5,77,0,2,0,0,0,2013
"13734",84550,1933.488,22235.111,76,0,2,0,0,0,2018
"859",3860,43478.262,49776.512,65,0,2,0,0,0,2013
"2114",12660,0,14257.62,74,0,1,0,0,0,2017
"1914",12352,33624.777,34099.152,80,0,2,0,0,0,2020
"139",562,0,43264.504,87,0,2,0,1,0,2017
"4999",24050,26846.27,24092.879,79,0,1,0,0,0,2019
"1784",12165,19894.498,32386.021,56,1,1,0,0,0,2019
"7994",44783,26044.09,26416.146,81,0,2,0,0,0,2020
"3956",16408,1700.2638,1695.5538,78,1,1,0,0,1,2019
"13188",80689,0,21665.41,69,0,4,2,0,0,2019
"5775",29587,40430.621,3369.2185,33,1,2,0,0,1,2016
"10882",64685,37316.32,33836.039,48,0,2,0,1,1,2018
"8731",50350,38094.27,63490.449,33,0,1,0,0,1,2013
"3631",14369,32510.061,32193.158,85,0,1,0,0,0,2014
"10532",62400,33372.004,30935.809,48,1,2,0,1,1,2018
"681",2310,18137.203,45.876453,79,1,1,0,0,0,2011
"12003",72569,52735.887,42536.734,42,1,4,2,0,1,2018
"5914",30474,26092.689,26375.283,73,0,2,0,0,0,2019
"379",1242,16742.629,17932.285,81,1,1,0,0,0,2020
"1755",12108,0,33319.449,55,1,4,1,0,0,2012
"4088",17403,26485.908,22398.846,31,0,1,0,1,1,2020
"2505",13027,42364.434,43859.648,61,0,2,0,0,1,2016
"3090",13497,78982.117,114282.81,57,0,1,0,0,1,2013
"10585",62788,37438.379,53948.469,37,1,3,1,0,1,2020
"14104",87015,31085.154,30143.18,70,0,2,0,0,0,2019
"11231",67430,34409.887,31897.926,33,1,4,2,0,1,2016
"3693",14717,965.77728,965.77728,80,0,2,0,0,0,2018
"10351",61153,28951.646,32507.111,56,0,1,0,1,1,2013
"13017",79471,20440.844,23549.359,59,0,2,0,0,1,2019
"5037",24265,5975,4000,57,1,1,0,0,0,2015
"10233",60421,2645.0344,34808.258,65,0,1,0,0,1,2017
"11402",68544,20204.949,42536.734,28,1,2,0,0,1,2018
"8827",51019,16088.766,16470.713,49,0,1,0,0,1,2011
"11076",66262,19254.023,19533.066,53,1,3,2,0,1,2020
"3368",13808,31018.326,31236.984,61,0,1,0,1,1,2012
"9469",55424,51130.777,76583.086,69,0,2,0,1,0,2017
"6179",32215,16789.137,16742.629,79,0,2,0,0,0,2020
"3785",15396,3784,44000,46,1,3,1,1,1,2015
"2408",12913,36736.273,37128.77,88,0,2,0,0,0,2018
"11571",69341,16342.183,0,58,0,1,0,0,1,2017
"566",1893,39331.367,40117.992,84,1,1,0,0,0,2017
"2841",13297,51808.207,63490.449,50,1,4,2,0,1,2013
"5722",29314,47600,44000,44,1,1,0,1,1,2015
"12342",74641,36800,36479,72,0,2,0,0,0,2015
"7051",37958,22547.848,22926.635,68,0,2,0,1,0,2016
"10735",63626,25070.422,18108.652,45,0,4,2,0,1,2014
"4359",19234,50301.813,62877.262,43,1,2,0,1,1,2014
"4851",22943,21858.432,21393.359,48,0,5,3,0,1,2020
"3814",15434,37205.84,37205.84,50,0,3,1,0,1,2020
"2530",13057,58228.363,44697.277,71,0,2,0,1,0,2013
"9258",53828,1.4129616,26431.801,72,0,2,0,0,0,2019
"8619",49508,37679.426,29904.307,41,0,4,2,0,1,2016
"12788",77937,23742.455,4024.1448,68,0,2,1,0,0,2014
"1296",10661,63715.004,65110.223,61,0,2,0,0,1,2020
"5176",24985,22063.373,22212.738,73,0,1,0,0,0,2011
"9237",53687,33157.5,30143.18,54,0,5,3,0,1,2019
"979",8874,27786.721,27162.979,69,0,2,0,0,0,2014
"9484",55532,64013.656,34140.617,53,0,3,1,0,1,2011
"13806",85049,66772.797,66772.797,66,1,1,0,0,0,2019
"960",5911,28692.963,30935.809,85,0,1,0,0,0,2018
"11006",65693,30678.467,22615.535,31,1,3,1,0,0,2017
"10497",62210,56139.977,70144.031,59,0,2,0,0,1,2011
"7563",41949,40245.855,38620.949,39,1,7,5,0,1,2019
"12079",73184,30784.709,44265.594,36,0,3,1,0,1,2014
"12834",78221,31071.779,31465.094,78,0,2,0,0,0,2017
"13205",80908,28112.664,42670.438,69,0,1,0,0,0,2011
"3378",13810,16087.047,18742.191,41,1,3,2,0,1,2012
"1270",10567,50357.41,51210.926,79,0,2,0,0,0,2011
"4856",22988,11252.9,9280.7422,66,1,1,0,0,0,2018
"2468",12979,29360.93,29873.039,46,0,5,3,0,1,2011
"2404",12913,27766.6,26884.307,84,0,2,0,0,0,2014
"12392",74981,68533.945,65077.051,57,0,3,1,0,1,2012
"11275",67721,21332.791,18285.25,82,0,2,0,0,0,2013
"6101",31643,27364.186,32193.158,44,1,4,2,1,1,2014
"6936",37035,37878.789,43859.648,55,0,3,1,0,1,2016
"5714",29230,13022.045,11812.854,71,1,1,0,1,0,2020
"6389",33663,34461.91,34415.402,47,1,3,2,1,0,2020
"296",1128,30901.117,29904.307,56,0,1,0,0,0,2016
"5398",26935,25831.4,23878.576,33,1,1,0,1,1,2018
"8313",47282,65650,65000,56,1,2,0,0,1,2015
"10348",61125,28294.664,34802.785,63,1,2,0,1,0,2018
"8412",48115,37639.555,31897.926,27,0,2,0,0,1,2016
"7201",38923,23926.148,21665.41,57,0,2,0,1,1,2019
